document_id,category,split
KMP-02650,global,train
KMP-02651,money,train
KMP-02652,tekno,train
KMP-02653,bola,train
KMP-02654,tekno,train
KMP-02655,global,train
KMP-02656,bola,train
KMP-02657,bola,train
KMP-02658,bola,train
KMP-02659,money,train
KMP-02660,global,validation
KMP-02661,global,train
KMP-02662,tekno,train
KMP-02663,global,validation
KMP-02664,global,train
KMP-02665,money,train
KMP-02666,tekno,train
KMP-02667,tekno,validation
KMP-02668,tekno,train
KMP-02669,money,train
KMP-02670,money,train
KMP-02671,tekno,train
KMP-02672,global,train
KMP-02673,bola,train
KMP-02674,global,train
KMP-02675,money,test
KMP-02676,bola,train
KMP-02677,money,test
KMP-02678,bola,train
KMP-02679,global,train
KMP-02680,money,validation
KMP-02681,tekno,train
KMP-02682,tekno,train
KMP-02683,global,train
KMP-02684,global,train
KMP-02685,money,test
KMP-02686,tekno,test
KMP-02687,bola,train
KMP-02688,money,train
KMP-02689,bola,train
KMP-02690,bola,train
KMP-02691,global,train
KMP-02692,global,train
KMP-02693,tekno,train
KMP-02694,money,train
KMP-02695,global,train
KMP-02696,bola,train
KMP-02697,global,train
KMP-02698,bola,train
KMP-02699,bola,train
KMP-02700,bola,validation
KMP-02701,bola,validation
KMP-02702,global,train
KMP-02703,bola,train
KMP-02704,global,train
KMP-02705,tekno,train
KMP-02706,bola,train
KMP-02707,global,train
KMP-02708,bola,validation
KMP-02709,money,test
KMP-02710,money,train
KMP-02711,bola,validation
KMP-02712,money,train
KMP-02713,bola,train
KMP-02714,bola,train
KMP-02715,bola,train
KMP-02716,bola,train
KMP-02717,tekno,train
KMP-02718,tekno,test
KMP-02719,bola,train
KMP-02720,global,validation
KMP-02721,bola,test
KMP-02722,tekno,train
KMP-02723,money,train
KMP-02724,tekno,train
KMP-02725,money,train
KMP-02726,bola,train
KMP-02727,tekno,validation
KMP-02728,money,train
KMP-02729,bola,train
KMP-02730,money,train
KMP-02731,global,train
KMP-02732,money,validation
KMP-02733,bola,train
KMP-02734,bola,train
KMP-02735,bola,train
KMP-02736,tekno,train
KMP-02737,bola,train
KMP-02738,global,validation
KMP-02739,global,train
KMP-02740,tekno,train
KMP-02741,money,train
KMP-02742,money,test
KMP-02743,money,train
KMP-02744,bola,train
KMP-02745,tekno,train
KMP-02746,bola,validation
KMP-02747,global,test
KMP-02748,bola,train
KMP-02749,money,train
KMP-02750,bola,train
KMP-02751,global,train
KMP-02752,tekno,train
KMP-02753,tekno,train
KMP-02754,tekno,test
KMP-02755,tekno,train
KMP-02756,tekno,train
KMP-02757,tekno,train
KMP-02758,bola,train
KMP-02759,global,train
KMP-02760,money,train
KMP-02761,global,train
KMP-02762,money,validation
KMP-02763,money,train
KMP-02764,tekno,train
KMP-02765,money,train
KMP-02766,money,train
KMP-02767,money,validation
KMP-02768,tekno,test
KMP-02769,bola,train
KMP-02770,bola,train
KMP-02771,tekno,train
KMP-02772,tekno,test
KMP-02773,bola,train
KMP-02774,global,train
KMP-02775,money,train
KMP-02776,tekno,train
KMP-02777,tekno,train
KMP-02778,money,train
KMP-02779,bola,train
KMP-02780,money,train
KMP-02781,money,train
KMP-02782,global,validation
KMP-02783,global,train
KMP-02784,global,train
KMP-02785,global,test
KMP-02786,global,train
KMP-02787,bola,train
KMP-02788,global,train
KMP-02789,money,train
KMP-02790,tekno,train
KMP-02791,bola,train
KMP-02792,global,train
KMP-02793,bola,train
KMP-02794,bola,validation
KMP-02795,global,train
KMP-02796,tekno,validation
KMP-02797,tekno,test
KMP-02798,money,train
KMP-02799,bola,train
KMP-02800,bola,train
KMP-02801,money,test
KMP-02802,tekno,train
KMP-02803,money,train
KMP-02804,global,validation
KMP-02805,bola,train
KMP-02806,tekno,train
KMP-02807,tekno,train
KMP-02808,bola,test
KMP-02809,global,validation
KMP-02810,tekno,train
KMP-02811,bola,train
KMP-02812,money,train
KMP-02813,tekno,train
KMP-02814,money,train
KMP-02815,global,train
KMP-02816,tekno,validation
KMP-02817,tekno,train
KMP-02818,global,train
KMP-02819,bola,train
KMP-02820,bola,train
KMP-02821,bola,train
KMP-02822,global,train
KMP-02823,tekno,train
KMP-02824,tekno,train
KMP-02825,tekno,train
KMP-02826,money,train
KMP-02827,tekno,train
KMP-02828,global,train
KMP-02829,global,train
KMP-02830,tekno,train
KMP-02831,bola,train
KMP-02832,tekno,train
KMP-02833,bola,train
KMP-02834,tekno,train
KMP-02835,global,train
KMP-02836,tekno,train
KMP-02837,global,train
KMP-02838,global,train
KMP-02839,tekno,train
KMP-02840,tekno,train
KMP-02841,tekno,train
KMP-02842,money,train
KMP-02843,global,train
KMP-02844,money,train
KMP-02845,global,train
KMP-02846,global,train
KMP-02847,tekno,validation
KMP-02848,money,test
KMP-02849,global,train
KMP-02850,money,train
KMP-02851,money,validation
KMP-02852,global,train
KMP-02853,global,train
KMP-02854,global,train
KMP-02855,tekno,train
KMP-02856,global,train
KMP-02857,global,train
KMP-02858,bola,train
KMP-02859,money,train
KMP-02860,tekno,test
KMP-02861,money,train
KMP-02862,global,train
KMP-02863,global,train
KMP-02864,bola,validation
KMP-02865,bola,train
KMP-02866,money,train
KMP-02867,bola,train
KMP-02868,tekno,train
KMP-02869,money,train
KMP-02870,global,validation
KMP-02871,global,train
KMP-02872,bola,train
KMP-02873,bola,train
KMP-02874,bola,train
KMP-02875,tekno,train
KMP-02876,global,train
KMP-02877,global,train
KMP-02878,bola,train
KMP-02879,bola,validation
KMP-02880,bola,train
KMP-02881,bola,train
KMP-02882,bola,validation
KMP-02883,money,train
KMP-02884,money,train
KMP-02885,money,train
KMP-02886,global,test
KMP-02887,global,train
KMP-02888,global,train
KMP-02889,bola,train
KMP-02890,global,train
KMP-02891,money,train
KMP-02892,global,train
KMP-02893,bola,train
KMP-02894,tekno,train
KMP-02895,tekno,train
KMP-02896,tekno,train
KMP-02897,money,train
KMP-02898,global,train
KMP-02899,bola,test
KMP-02900,global,train
KMP-02901,global,train
KMP-02902,global,train
KMP-02903,money,train
KMP-02904,money,train
KMP-02905,money,train
KMP-02906,global,train
KMP-02907,global,train
KMP-02908,tekno,train
KMP-02909,bola,train
KMP-02910,global,train
KMP-02911,bola,train
KMP-02912,bola,train
KMP-02913,tekno,train
KMP-02914,global,test
KMP-02915,bola,train
KMP-02916,global,train
KMP-02917,tekno,train
KMP-02918,money,train
KMP-02919,bola,train
KMP-02920,money,train
KMP-02921,tekno,train
KMP-02922,money,train
KMP-02923,global,train
KMP-02924,bola,train
KMP-02925,tekno,train
KMP-02926,global,train
KMP-02927,money,test
KMP-02928,tekno,train
KMP-02929,bola,train
KMP-02930,tekno,train
KMP-02931,bola,train
KMP-02932,bola,train
KMP-02933,tekno,train
KMP-02934,global,train
KMP-02935,money,validation
KMP-02936,money,train
KMP-02937,money,train
KMP-02938,bola,validation
KMP-02939,global,train
KMP-02940,bola,train
KMP-02941,bola,train
KMP-02942,global,train
KMP-02943,money,test
KMP-02944,tekno,train
KMP-02945,bola,test
KMP-02946,global,train
KMP-02947,bola,train
KMP-02948,global,train
KMP-02949,money,train
KMP-02950,global,train
KMP-02951,tekno,train
KMP-02952,money,train
KMP-02953,money,train
KMP-02954,money,test
KMP-02955,bola,train
KMP-02956,money,train
KMP-02957,tekno,test
KMP-02958,global,train
KMP-02959,tekno,train
KMP-02960,bola,validation
KMP-02961,tekno,train
KMP-02962,tekno,train
KMP-02963,money,test
KMP-02964,global,train
KMP-02965,tekno,train
KMP-02966,bola,train
KMP-02967,global,train
KMP-02968,tekno,validation
KMP-02969,money,train
KMP-02970,money,train
KMP-02971,money,train
KMP-02972,money,train
KMP-02973,money,train
KMP-02974,money,validation
KMP-02975,global,train
KMP-02976,global,train
KMP-02977,tekno,train
KMP-02978,bola,train
KMP-02979,bola,train
KMP-02980,bola,test
KMP-02981,money,train
KMP-02982,tekno,validation
KMP-02983,global,train
KMP-02984,money,train
KMP-02985,bola,train
KMP-02986,tekno,train
KMP-02987,tekno,train
KMP-02988,bola,test
KMP-02989,money,train
KMP-02990,bola,train
KMP-02991,tekno,train
KMP-02992,global,train
KMP-02993,tekno,train
KMP-02994,bola,train
KMP-02995,money,train
KMP-02996,tekno,train
KMP-02997,bola,train
KMP-02998,global,train
KMP-02999,money,train
KMP-03000,global,train
KMP-03001,tekno,train
KMP-03002,global,train
KMP-03003,tekno,train
KMP-03004,bola,validation
KMP-03005,money,test
KMP-03006,money,test
KMP-03007,global,train
KMP-03008,bola,train
KMP-03009,global,train
KMP-03010,money,train
KMP-03011,money,train
KMP-03012,money,train
KMP-03013,global,train
KMP-03014,global,train
KMP-03015,bola,train
KMP-03016,bola,train
KMP-03017,global,train
KMP-03018,tekno,train
KMP-03019,bola,train
KMP-03020,money,train
KMP-03021,bola,validation
KMP-03022,money,train
KMP-03023,global,train
KMP-03024,tekno,train
KMP-03025,money,test
KMP-03026,money,train
KMP-03027,tekno,train
KMP-03028,tekno,train
KMP-03029,tekno,train
KMP-03030,money,train
KMP-03031,bola,train
KMP-03032,bola,train
KMP-03033,money,train
KMP-03034,global,train
KMP-03035,tekno,train
KMP-03036,money,train
KMP-03037,bola,train
KMP-03038,money,train
KMP-03039,tekno,train
KMP-03040,money,train
KMP-03041,bola,train
KMP-03042,money,train
KMP-03043,global,train
KMP-03044,bola,train
KMP-03045,money,train
KMP-03046,tekno,test
KMP-03047,global,train
KMP-03048,bola,train
KMP-03049,global,train
KMP-03050,global,test
KMP-03051,global,train
KMP-03052,tekno,train
KMP-03053,bola,test
KMP-03054,global,validation
KMP-03055,global,train
KMP-03056,bola,train
KMP-03057,money,train
KMP-03058,global,test
KMP-03059,tekno,train
KMP-03060,money,train
KMP-03061,global,train
KMP-03062,money,train
KMP-03063,tekno,train
KMP-03064,bola,train
KMP-03065,money,train
KMP-03066,bola,test
KMP-03067,global,train
KMP-03068,money,train
KMP-03069,bola,validation
KMP-03070,tekno,train
KMP-03071,tekno,train
KMP-03072,global,train
KMP-03073,global,train
KMP-03074,money,train
KMP-03075,tekno,train
KMP-03076,global,validation
KMP-03077,tekno,validation
KMP-03078,tekno,validation
KMP-03079,tekno,train
KMP-03080,global,test
KMP-03081,bola,train
KMP-03082,tekno,train
KMP-03083,global,train
KMP-03084,global,validation
KMP-03085,global,train
KMP-03086,bola,validation
KMP-03087,money,validation
KMP-03088,money,train
KMP-03089,global,train
KMP-03090,global,train
KMP-03091,global,train
KMP-03092,global,test
KMP-03093,tekno,validation
KMP-03094,bola,train
KMP-03095,tekno,validation
KMP-03096,money,train
KMP-03097,global,train
KMP-03098,money,train
KMP-03099,money,test
KMP-03100,bola,train
KMP-03101,bola,train
KMP-03102,money,train
KMP-03103,tekno,validation
KMP-03104,bola,train
KMP-03105,bola,train
KMP-03106,global,train
KMP-03107,global,train
KMP-03108,global,train
KMP-03109,money,train
KMP-03110,tekno,train
KMP-03111,bola,train
KMP-03112,bola,validation
KMP-03113,tekno,train
KMP-03114,tekno,train
KMP-03115,money,test
KMP-03116,tekno,test
KMP-03117,global,train
KMP-03118,bola,train
KMP-03119,tekno,train
KMP-03120,bola,train
KMP-03121,tekno,train
KMP-03122,tekno,train
KMP-03123,tekno,train
KMP-03124,bola,train
KMP-03125,tekno,train
KMP-03126,money,train
KMP-03127,global,train
KMP-03128,money,train
KMP-03129,tekno,train
KMP-03130,money,train
KMP-03131,bola,train
KMP-03132,tekno,train
KMP-03133,bola,train
KMP-03134,tekno,train
KMP-03135,global,train
KMP-03136,bola,train
KMP-03137,bola,train
KMP-03138,global,train
KMP-03139,global,train
KMP-03140,tekno,test
KMP-03141,tekno,train
KMP-03142,global,train
KMP-03143,money,train
KMP-03144,money,train
KMP-03145,tekno,train
KMP-03146,global,train
KMP-03147,tekno,train
KMP-03148,tekno,test
KMP-03149,global,train
KMP-03150,bola,train
KMP-03151,bola,train
KMP-03152,global,train
KMP-03153,bola,train
KMP-03154,bola,test
KMP-03155,money,train
KMP-03156,tekno,validation
KMP-03157,money,train
KMP-03158,money,train
KMP-03159,money,train
KMP-03160,tekno,validation
KMP-03161,tekno,train
KMP-03162,bola,train
KMP-03163,money,validation
KMP-03164,bola,train
KMP-03165,tekno,train
KMP-03166,money,train
KMP-03167,global,train
KMP-03168,global,train
KMP-03169,global,train
KMP-03170,global,train
KMP-03171,money,train
KMP-03172,global,train
KMP-03173,bola,train
KMP-03174,global,train
KMP-03175,tekno,train
KMP-03176,money,train
KMP-03177,bola,train
KMP-03178,tekno,train
KMP-03179,tekno,train
KMP-03180,money,train
KMP-03181,tekno,train
KMP-03182,money,train
KMP-03183,bola,train
KMP-03184,money,train
KMP-03185,tekno,test
KMP-03186,money,test
KMP-03187,tekno,train
KMP-03188,money,validation
KMP-03189,tekno,train
KMP-03190,money,train
KMP-03191,tekno,train
KMP-03192,tekno,validation
KMP-03193,money,train
KMP-03194,tekno,train
KMP-03195,bola,train
KMP-03196,global,train
KMP-03197,tekno,train
KMP-03198,tekno,test
KMP-03199,bola,train
KMP-03200,tekno,train
KMP-03201,bola,train
KMP-03202,money,train
KMP-03203,tekno,train
KMP-03204,global,train
KMP-03205,bola,train
KMP-03206,money,train
KMP-03207,tekno,test
KMP-03208,tekno,train
KMP-03209,global,train
KMP-03210,global,train
KMP-03211,tekno,train
KMP-03212,tekno,train
KMP-03213,bola,test
KMP-03214,money,validation
KMP-03215,tekno,train
KMP-03216,tekno,train
KMP-03217,tekno,train
KMP-03218,bola,train
KMP-03219,global,train
KMP-03220,bola,train
KMP-03221,global,train
KMP-03222,bola,train
KMP-03223,money,train
KMP-03224,global,train
KMP-03225,money,train
KMP-03226,bola,train
KMP-03227,bola,test
KMP-03228,money,train
KMP-03229,bola,train
KMP-03230,tekno,validation
KMP-03231,money,train
KMP-03232,global,train
KMP-03233,tekno,train
KMP-03234,global,train
KMP-03235,tekno,train
KMP-03236,tekno,train
KMP-03237,tekno,train
KMP-03238,tekno,validation
KMP-03239,tekno,train
KMP-03240,bola,train
KMP-03241,global,train
KMP-03242,bola,validation
KMP-03243,global,train
KMP-03244,global,train
KMP-03245,bola,train
KMP-03246,money,train
KMP-03247,bola,test
KMP-03248,global,train
KMP-03249,money,train
KMP-03250,bola,train
KMP-03251,global,test
KMP-03252,bola,test
KMP-03253,money,train
KMP-03254,global,test
KMP-03255,global,validation
KMP-03256,tekno,test
KMP-03257,global,train
KMP-03258,global,train
KMP-03259,global,train
KMP-03260,tekno,train
KMP-03261,tekno,train
KMP-03262,tekno,train
KMP-03263,money,test
KMP-03264,money,train
KMP-03265,money,train
KMP-03266,bola,train
KMP-03267,money,validation
KMP-03268,money,validation
KMP-03269,tekno,validation
KMP-03270,money,train
KMP-03271,global,train
KMP-03272,money,train
KMP-03273,bola,train
KMP-03274,money,train
KMP-03275,money,validation
KMP-03276,global,train
KMP-03277,bola,train
KMP-03278,bola,train
KMP-03279,bola,train
KMP-03280,tekno,train
KMP-03281,global,train
KMP-03282,global,train
KMP-03283,money,train
KMP-03284,global,train
KMP-03285,money,train
KMP-03286,tekno,test
KMP-03287,global,validation
KMP-03288,tekno,test
KMP-03289,tekno,validation
KMP-03290,money,train
KMP-03291,tekno,train
KMP-03292,global,train
KMP-03293,bola,train
KMP-03294,tekno,train
KMP-03295,bola,train
KMP-03296,bola,train
KMP-03297,tekno,train
KMP-03298,money,train
KMP-03299,tekno,train
KMP-03300,tekno,train
KMP-03301,tekno,train
KMP-03302,money,train
KMP-03303,tekno,train
KMP-03304,global,train
KMP-03305,money,train
KMP-03306,money,train
KMP-03307,tekno,train
KMP-03308,bola,train
KMP-03309,global,train
KMP-03310,tekno,validation
KMP-03311,global,train
KMP-03312,money,validation
KMP-03313,bola,train
KMP-03314,tekno,train
KMP-03315,money,test
KMP-03316,tekno,train
KMP-03317,money,validation
KMP-03318,global,train
KMP-03319,global,test
KMP-03320,tekno,test
KMP-03321,money,validation
KMP-03322,tekno,validation
KMP-03323,bola,train
KMP-03324,global,train
KMP-03325,money,train
KMP-03326,global,train
KMP-03327,bola,train
KMP-03328,global,validation
KMP-03329,global,test
KMP-03330,tekno,train
KMP-03331,money,train
KMP-03332,tekno,train
KMP-03333,tekno,train
KMP-03334,global,train
KMP-03335,tekno,train
KMP-03336,global,train
KMP-03337,money,train
KMP-03338,tekno,train
KMP-03339,global,train
KMP-03340,global,validation
KMP-03341,money,train
KMP-03342,tekno,validation
KMP-03343,tekno,train
KMP-03344,bola,test
KMP-03345,global,train
KMP-03346,money,train
KMP-03347,money,test
KMP-03348,money,validation
KMP-03349,money,train
KMP-03350,tekno,train
KMP-03351,global,train
KMP-03352,bola,test
KMP-03353,money,train
KMP-03354,money,train
KMP-03355,money,test
KMP-03356,bola,train
KMP-03357,global,validation
KMP-03358,money,train
KMP-03359,global,train
KMP-03360,bola,validation
KMP-03361,global,train
KMP-03362,money,train
KMP-03363,global,train
KMP-03364,bola,test
KMP-03365,global,train
KMP-03366,bola,train
KMP-03367,money,train
KMP-03368,money,train
KMP-03369,money,validation
KMP-03370,money,train
KMP-03371,bola,train
KMP-03372,money,train
KMP-03373,global,validation
KMP-03374,bola,train
KMP-03375,bola,train
KMP-03376,global,train
KMP-03377,global,test
KMP-03378,global,train
KMP-03379,bola,train
KMP-03380,money,validation
KMP-03381,global,train
KMP-03382,tekno,train
KMP-03383,tekno,train
KMP-03384,money,validation
KMP-03385,bola,validation
KMP-03386,money,train
KMP-03387,tekno,train
KMP-03388,global,train
KMP-03389,global,train
KMP-03390,bola,train
KMP-03391,bola,train
KMP-03392,global,train
KMP-03393,money,train
KMP-03394,bola,validation
KMP-03395,bola,train
KMP-03396,global,train
KMP-03397,global,train
KMP-03398,bola,train
KMP-03399,global,train
KMP-03400,money,train
KMP-03401,tekno,validation
KMP-03402,bola,train
KMP-03403,tekno,test
KMP-03404,money,test
KMP-03405,money,train
KMP-03406,bola,train
KMP-03407,tekno,train
KMP-03408,global,train
KMP-03409,global,train
KMP-03410,global,train
KMP-03411,bola,train
KMP-03412,global,train
KMP-03413,money,train
KMP-03414,bola,train
KMP-03415,money,test
KMP-03416,global,validation
KMP-03417,global,train
KMP-03418,bola,validation
KMP-03419,tekno,train
KMP-03420,tekno,train
KMP-03421,tekno,train
KMP-03422,global,train
KMP-03423,tekno,train
KMP-03424,global,validation
KMP-03425,tekno,train
KMP-03426,global,train
KMP-03427,bola,train
KMP-03428,global,train
KMP-03429,tekno,train
KMP-03430,tekno,train
KMP-03431,money,train
KMP-03432,global,test
KMP-03433,tekno,test
KMP-03434,money,train
KMP-03435,tekno,train
KMP-03436,global,validation
KMP-03437,bola,test
KMP-03438,bola,train
KMP-03439,global,test
KMP-03440,bola,train
KMP-03441,bola,train
KMP-03442,tekno,train
KMP-03443,tekno,train
KMP-03444,bola,test
KMP-03445,bola,test
KMP-03446,global,train
KMP-03447,tekno,train
KMP-03448,tekno,train
KMP-03449,global,train
KMP-03450,bola,test
KMP-03451,global,train
KMP-03452,tekno,train
KMP-03453,tekno,train
KMP-03454,bola,train
KMP-03455,bola,validation
KMP-03456,global,train
KMP-03457,tekno,train
KMP-03458,bola,train
KMP-03459,tekno,train
KMP-03460,bola,train
KMP-03461,bola,train
KMP-03462,global,validation
KMP-03463,global,train
KMP-03464,tekno,train
KMP-03465,tekno,train
KMP-03466,bola,validation
KMP-03467,money,test
KMP-03468,global,train
KMP-03469,tekno,train
KMP-03470,global,test
KMP-03471,tekno,train
KMP-03472,global,train
KMP-03473,bola,train
KMP-03474,bola,train
KMP-03475,bola,train
KMP-03476,tekno,train
KMP-03477,money,train
KMP-03478,global,train
KMP-03479,global,train
KMP-03480,bola,train
KMP-03481,money,train
KMP-03482,global,train
KMP-03483,bola,train
KMP-03484,global,train
KMP-03485,money,test
KMP-03486,money,test
KMP-03487,bola,test
KMP-03488,global,train
KMP-03489,money,train
KMP-03490,money,train
KMP-03491,global,train
KMP-03492,money,train
KMP-03493,global,train
KMP-03494,bola,train
KMP-03495,tekno,test
KMP-03496,bola,train
KMP-03497,money,test
KMP-03498,money,train
KMP-03499,global,train
KMP-03500,tekno,train
KMP-03501,global,train
KMP-03502,tekno,train
KMP-03503,money,train
KMP-03504,money,test
KMP-03505,bola,train
KMP-03506,bola,train
KMP-03507,money,train
KMP-03508,global,test
KMP-03509,bola,validation
KMP-03510,tekno,train
KMP-03511,tekno,train
KMP-03512,global,validation
KMP-03513,bola,validation
KMP-03514,global,train
KMP-03515,tekno,train
KMP-03516,money,train
KMP-03517,money,train
KMP-03518,bola,train
KMP-03519,global,train
KMP-03520,bola,train
KMP-03521,tekno,train
KMP-03522,bola,train
KMP-03523,bola,train
KMP-03524,tekno,train
KMP-03525,bola,train
KMP-03526,tekno,train
KMP-03527,bola,train
KMP-03528,money,train
KMP-03529,tekno,train
KMP-03530,bola,train
KMP-03531,tekno,train
KMP-03532,tekno,validation
KMP-03533,money,train
KMP-03534,tekno,train
KMP-03535,global,train
KMP-03536,global,train
KMP-03537,tekno,train
KMP-03538,tekno,train
KMP-03539,money,train
KMP-03540,tekno,train
KMP-03541,bola,train
KMP-03542,money,train
KMP-03543,tekno,train
KMP-03544,bola,train
KMP-03545,global,train
KMP-03546,bola,train
KMP-03547,global,train
KMP-03548,bola,train
KMP-03549,money,train
KMP-03550,bola,train
KMP-03551,tekno,train
KMP-03552,money,train
KMP-03553,global,validation
KMP-03554,global,train
KMP-03555,global,test
KMP-03556,tekno,train
KMP-03557,global,validation
KMP-03558,tekno,train
KMP-03559,tekno,train
KMP-03560,money,train
KMP-03561,tekno,train
KMP-03562,money,train
KMP-03563,tekno,train
KMP-03564,tekno,validation
KMP-03565,global,train
KMP-03566,money,train
KMP-03567,bola,train
KMP-03568,money,train
KMP-03569,bola,train
KMP-03570,global,train
KMP-03571,tekno,test
KMP-03572,global,train
KMP-03573,money,train
KMP-03574,money,train
KMP-03575,money,train
KMP-03576,money,train
KMP-03577,money,test
KMP-03578,global,train
KMP-03579,global,train
KMP-03580,global,train
KMP-03581,bola,train
KMP-03582,global,train
KMP-03583,bola,test
KMP-03584,global,train
KMP-03585,tekno,validation
KMP-03586,tekno,train
KMP-03587,tekno,train
KMP-03588,money,test
KMP-03589,money,test
KMP-03590,tekno,train
KMP-03591,bola,train
KMP-03592,global,train
KMP-03593,global,train
KMP-03594,global,train
KMP-03595,tekno,test
KMP-03596,global,train
KMP-03597,money,train
KMP-03598,money,train
KMP-03599,global,train
KMP-03600,tekno,train
KMP-03601,money,test
KMP-03602,global,train
KMP-03603,tekno,train
KMP-03604,bola,train
KMP-03605,bola,train
KMP-03606,global,train
KMP-03607,global,validation
KMP-03608,tekno,train
KMP-03609,tekno,train
KMP-03610,global,test
KMP-03611,money,validation
KMP-03612,global,test
KMP-03613,money,train
KMP-03614,global,train
KMP-03615,tekno,train
KMP-03616,bola,train
KMP-03617,tekno,validation
KMP-03618,global,train
KMP-03619,tekno,train
KMP-03620,bola,train
KMP-03621,global,train
KMP-03622,bola,train
KMP-03623,global,train
KMP-03624,global,train
KMP-03625,tekno,train
KMP-03626,bola,train
KMP-03627,money,train
KMP-03628,bola,validation
KMP-03629,bola,train
KMP-03630,global,test
KMP-03631,tekno,train
KMP-03632,global,test
KMP-03633,money,train
KMP-03634,bola,train
KMP-03635,global,train
KMP-03636,global,train
KMP-03637,money,train
KMP-03638,bola,train
KMP-03639,bola,train
KMP-03640,global,validation
KMP-03641,global,train
KMP-03642,global,test
KMP-03643,money,validation
KMP-03644,global,train
KMP-03645,global,train
KMP-03646,global,train
KMP-03647,global,train
KMP-03648,money,train
KMP-03649,money,train
KMP-03650,bola,train
KMP-03651,global,validation
KMP-03652,bola,train
KMP-03653,global,train
KMP-03654,bola,train
KMP-03655,bola,train
KMP-03656,tekno,train
KMP-03657,tekno,train
KMP-03658,money,validation
KMP-03659,global,test
KMP-03660,global,validation
KMP-03661,money,train
KMP-03662,bola,train
KMP-03663,bola,train
KMP-03664,money,train
KMP-03665,tekno,train
KMP-03666,bola,train
KMP-03667,bola,train
KMP-03668,bola,train
KMP-03669,global,train
KMP-03670,tekno,test
KMP-03671,money,validation
KMP-03672,bola,test
KMP-03673,bola,train
KMP-03674,bola,train
KMP-03675,bola,train
KMP-03676,global,train
KMP-03677,money,train
KMP-03678,tekno,train
KMP-03679,bola,train
KMP-03680,bola,train
KMP-03681,bola,train
KMP-03682,global,train
KMP-03683,global,train
KMP-03684,tekno,train
KMP-03685,tekno,train
KMP-03686,global,validation
KMP-03687,bola,train
KMP-03688,bola,train
KMP-03689,global,train
KMP-03690,tekno,train
KMP-03691,tekno,train
KMP-03692,global,train
KMP-03693,global,train
KMP-03694,tekno,train
KMP-03695,bola,train
KMP-03696,global,train
KMP-03697,tekno,validation
KMP-03698,bola,train
KMP-03699,bola,test
KMP-03700,global,train
KMP-03701,global,train
KMP-03702,money,test
KMP-03703,global,train
KMP-03704,bola,train
KMP-03705,bola,test
KMP-03706,money,train
KMP-03707,bola,train
KMP-03708,global,train
KMP-03709,bola,train
KMP-03710,tekno,train
KMP-03711,tekno,test
KMP-03712,bola,train
KMP-03713,money,test
KMP-03714,bola,train
KMP-03715,global,train
KMP-03716,money,validation
KMP-03717,global,train
KMP-03718,global,validation
KMP-03719,tekno,train
KMP-03720,bola,train
KMP-03721,bola,test
KMP-03722,global,train
KMP-03723,bola,validation
KMP-03724,global,train
KMP-03725,tekno,train
KMP-03726,global,train
KMP-03727,tekno,train
KMP-03728,global,train
KMP-03729,global,train
KMP-03730,tekno,train
KMP-03731,tekno,train
KMP-03732,tekno,train
KMP-03733,tekno,test
KMP-03734,global,test
KMP-03735,global,train
KMP-03736,global,validation
KMP-03737,bola,test
KMP-03738,money,train
KMP-03739,bola,test
KMP-03740,tekno,train
KMP-03741,money,train
KMP-03742,global,train
KMP-03743,money,train
KMP-03744,global,train
KMP-03745,money,train
KMP-03746,bola,validation
KMP-03747,money,test
KMP-03748,tekno,validation
KMP-03749,tekno,train
KMP-03750,tekno,train
KMP-03751,money,train
KMP-03752,money,train
KMP-03753,tekno,train
KMP-03754,bola,train
KMP-03755,money,train
KMP-03756,global,test
KMP-03757,bola,test
KMP-03758,tekno,validation
KMP-03759,bola,test
KMP-03760,money,train
KMP-03761,money,train
KMP-03762,global,train
KMP-03763,money,train
KMP-03764,global,validation
KMP-03765,global,train
KMP-03766,global,train
KMP-03767,tekno,train
KMP-03768,global,train
KMP-03769,bola,train
KMP-03770,global,test
KMP-03771,global,train
KMP-03772,money,train
KMP-03773,bola,train
KMP-03774,bola,train
KMP-03775,tekno,validation
KMP-03776,tekno,train
KMP-03777,tekno,train
KMP-03778,bola,train
KMP-03779,money,train
KMP-03780,money,train
KMP-03781,tekno,train
KMP-03782,money,validation
KMP-03783,bola,train
KMP-03784,bola,train
KMP-03785,global,train
KMP-03786,bola,train
KMP-03787,money,validation
KMP-03788,money,train
KMP-03789,bola,train
KMP-03790,bola,train
KMP-03791,global,test
KMP-03792,global,test
KMP-03793,global,test
KMP-03794,tekno,train
KMP-03795,money,train
KMP-03796,tekno,train
KMP-03797,tekno,train
KMP-03798,money,train
KMP-03799,tekno,train
KMP-03800,bola,train
KMP-03801,tekno,train
KMP-03802,global,train
KMP-03803,global,train
KMP-03804,tekno,train
KMP-03805,tekno,train
KMP-03806,global,validation
KMP-03807,global,test
KMP-03808,bola,test
KMP-03809,global,train
KMP-03810,global,test
KMP-03811,money,train
KMP-03812,tekno,train
KMP-03813,bola,validation
KMP-03814,tekno,train
KMP-03815,bola,train
KMP-03816,bola,train
KMP-03817,bola,validation
KMP-03818,money,train
KMP-03819,money,train
KMP-03820,bola,train
KMP-03821,money,train
KMP-03822,money,validation
KMP-03823,bola,test
KMP-03824,tekno,train
KMP-03825,tekno,train
KMP-03826,tekno,validation
KMP-03827,tekno,train
KMP-03828,tekno,validation
